id,turns,victory_status,winner,white_rating,black_rating,opening_name
ltjVf1bI,50,mate,black,1835,2266,Scandinavian Defense: Main Line
HtbtHWUK,122,draw,draw,2277,1893,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3
hbCAy9WE,70,resign,black,2088,2269,Nimzo-Indian Defense: Classical Variation
u26bXYrF,7,resign,white,2262,2037,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3
F8rEcqAP,74,resign,black,1915,2258,French Defense: Exchange Variation
EFI6A6q4,54,resign,white,2251,2006,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
OCLCEuDL,88,outoftime,black,2106,2241,French Defense: Tarrasch Variation |  Closed Variation
WU3XxSRA,49,resign,white,2229,2134,English Opening: King's English Variation
QLbTUeKk,28,resign,black,1820,2225,French Defense: La Bourdonnais Variation
1KGdSIqj,37,mate,white,2222,1810,Caro-Kann Defense: Maroczy Variation
LcOf45oe,40,resign,black,1622,2212,Indian Game
mzCZWqYJ,81,resign,white,2090,2236,Scandinavian Defense: Main Line
HLLXDNOR,80,resign,black,1275,1253,English Opening: Symmetrical Variation
NGE2umJp,2,resign,white,1049,1275,Van't Kruijs Opening
CDuxTWrV,49,mate,white,1527,1341,Sicilian Defense: Smith-Morra Gambit #2
Wc2D2Y1y,13,resign,white,1535,1500,Benoni Defense: Benoni Gambit Accepted
IQIGe8TY,45,resign,white,2177,1686,Queen's Gambit Declined
q7H1Kmei,62,resign,black,1748,1855,Sicilian Defense: Godiva Variation
j8FKmBOp,94,mate,black,1759,1500,Sicilian Defense: Najdorf Variation
GGtqsjYi,71,mate,white,1516,1508,Ruy Lopez: Steinitz Defense
WqX58YGc,94,draw,draw,1500,1516,Queen's Gambit Declined
nBSW1PQk,63,resign,white,1535,1528,Four Knights Game: Italian Variation
JWkNah6q,104,mate,black,1537,1662,Sicilian Defense: Closed Variation |  Traditional
QGiFt4ko,69,mate,white,1519,1650,Scandinavian Defense: Main Line
EgkS2RLU,35,resign,white,1662,1528,King's Gambit Accepted |  MacLeod Defense
IQvj5bGU,58,mate,black,1360,1522,King's Pawn Game: Leonardis Variation
eEsn6ail,72,resign,black,1542,1213,Philidor Defense #2
FVUECS2w,30,mate,black,1081,1356,Van Geet Opening
XOxjbZSD,37,mate,white,1351,1116,King's Pawn Game: Nimzowitsch Defense
zZg84kcp,44,mate,black,1167,1346,Ruy Lopez
kfeoB7UM,31,mate,white,1338,1264,King's Pawn Game: King's Head Opening
368XGDBw,3,resign,white,2053,1264,French Defense: La Bourdonnais Variation
b1DsRUyV,56,mate,black,1264,1358,Russian Game: Urusov Gambit
RDXAK1pX,34,mate,black,1264,1065,Portuguese Opening
aTWVFP29,61,resign,white,1065,1264,King's Knight Opening
sQ0KgZLA,43,mate,white,1395,1500,Portuguese Opening
ZXtRouKo,55,mate,white,1579,1500,Polish Defense
PBCx5yAi,40,resign,black,1161,1389,King's Pawn Game: McConnell Defense
M29tylp7,34,resign,white,1373,1518,Sicilian Defense
y6WyqleS,48,resign,white,1375,1385,King's Pawn Game: Napoleon Attack
Y7TjroBI,40,resign,black,1397,1363,King's Pawn Game: Wayward Queen Attack
57tBRmVS,61,mate,white,1624,1402,King's Pawn Game: McConnell Defense
75cStmD5,104,mate,black,1328,1393,Van't Kruijs Opening
ahCgcKhg,141,resign,white,1385,1274,King's Pawn Game: Wayward Queen Attack
Bz1tOQr0,40,mate,black,1397,1368,King's Pawn Game: Wayward Queen Attack
eJGEpz8F,85,resign,white,1628,1402,Bishop's Opening
1MLRQiyu,63,outoftime,white,1597,1407,King's Pawn Game: McConnell Defense
oSLAOq9L,57,mate,white,1401,1626,Sicilian Defense
j8wcbvd0,57,resign,black,1411,1422,Sicilian Defense
R0ScGmpW,47,mate,white,1485,1420,King's Pawn Game: McConnell Defense
oBMzI1yp,38,resign,black,1336,1412,Nimzowitsch Defense: Kennedy Variation
0aZEIurI,41,resign,white,1434,1422,King's Gambit Accepted |  King's Knight Gambit
erBsVD8d,58,mate,black,1422,1500,Sicilian Defense
M8rBRIuA,27,resign,white,1645,1437,King's Gambit Declined: Keene's Defense #2
P8wQYeqq,98,mate,black,1446,1489,King's Pawn Game: Wayward Queen Attack
DV3tEmBn,33,resign,black,1246,1441,Polish Opening
aNzmCKjZ,99,outoftime,white,1429,1467,Scandinavian Defense: Mieses-Kotroc Variation
TvpSccHV,57,resign,white,1417,1446,King's Pawn Game: Wayward Queen Attack
fjuG3DFA,2,resign,black,1430,1366,French Defense #2
HqtcaHLd,159,draw,draw,1455,1510,King's Pawn Game: Wayward Queen Attack
gn9KXC2H,29,mate,white,1500,1465,King's Pawn Game: McConnell Defense
BvKhE7R1,48,mate,black,1494,1447,King's Pawn Game: McConnell Defense
OGgkMeXa,85,mate,white,1433,1558,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
xorVNspV,53,resign,white,1515,1441,King's Pawn Game: McConnell Defense
7KVHHNea,64,resign,black,1274,1435,King's Pawn Game: McConnell Defense
I46fX1xs,165,mate,white,2104,1818,Queen's Pawn Game: Mason Attack
3hHSs12g,103,resign,white,1382,1389,Rat Defense: Small Center Defense
GIklg4qq,67,outoftime,white,1606,1382,Center Game: Paulsen Attack Variation
uxKsmZq1,76,resign,black,1382,1552,Philidor Defense
im55KjC7,115,mate,white,1412,1382,Scotch Gambit
pfd9wolO,110,mate,black,1311,1382,Russian Game: Damiano Variation
AiZku290,68,resign,black,1393,1415,Four Knights Game: Spanish Variation |  Classical Variation
y5ny9LOh,26,resign,black,1500,1393,Bishop's Opening: Berlin Defense
gGv1MgBG,59,outoftime,white,1270,1408,King's Pawn Game: Leonardis Variation
uCzI23NG,84,outoftime,black,1423,1396,King's Gambit Declined |  Queen's Knight Defense
NDlOLwo9,44,mate,black,1396,1485,Elephant Gambit
TQojhjr6,38,resign,white,1521,1403,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted
1FmqDby8,75,draw,draw,1401,1477,French Defense: Rubinstein Variation
VWXkbtAK,40,resign,black,943,1013,French Defense: Classical Variation |  Svenonius Variation
T6fc6P3R,55,resign,black,1062,923,Queen's Pawn Game #2
O1WBR4qu,33,mate,white,1369,1074,Owen Defense
zuf8CWMT,68,mate,black,1486,994,English Defense #2
GAjc9ONM,67,mate,white,1698,994,Queen's Pawn Game: Chigorin Variation
E6dESKle,60,resign,white,971,1046,King's Pawn Game: Wayward Queen Attack
CKR88d8h,54,resign,black,1159,911,Queen's Pawn Game: Chigorin Variation
xXuAe8dP,86,draw,draw,1710,1741,Sicilian Defense: Marshall Counterattack
c5T8tvta,57,resign,black,1648,1707,French Defense: Advance Variation #2
jFySubO4,82,resign,black,1769,1639,Semi-Slav Defense: Accelerated Move Order
sX1oEYKX,46,resign,black,1619,1483,Queen's Pawn Game: Mason Attack
CJpPDxtH,30,mate,black,1147,1087,Portuguese Opening
d2FWCnGg,43,resign,white,991,1084,Four Knights Game: Scotch Variation
AVS9PzSC,68,mate,black,1257,991,Queen's Pawn Game #2
KQ8Q1JAy,17,outoftime,white,991,1257,Elephant Gambit
DBbuV5Ii,115,draw,draw,1257,991,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation
hT4LnJd8,63,mate,white,991,1257,Polish Opening
Lru427pf,78,mate,black,1257,991,Richter-Veresov Attack
LhNKvOCj,25,resign,white,2347,1906,Sicilian Defense: Closed #2
WAsfVgqm,51,resign,white,2344,1898,Englund Gambit Complex: Soller Gambit
maAJS66Q,45,resign,white,2333,2134,Sicilian Defense: Nimzowitsch Variation |  Main Line
SYl9u1Ro,22,resign,black,2010,2327,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation
PqbsOuXg,42,resign,white,2320,2013,Sicilian Defense: Classical Variation
t1tIJRWX,39,resign,black,1912,2316,Nimzo-Larsen Attack: Classical Variation
qPgMvVgf,57,resign,white,2311,1917,King's Indian Defense: Orthodox Variation
AmeN5kNw,59,resign,white,2298,2146,Caro-Kann Defense: Classical Variation
PcsD83fe,72,resign,black,2052,2287,Benko Gambit Accepted |  Yugoslav |  without 7...Bxf1
Ot53fFSC,54,resign,white,2276,2057,Semi-Slav Defense: Meran Variation |  Wade Variation
pwrft8DC,45,resign,white,2270,1908,Sicilian Defense: Kan Variation |  Modern Variation
1nhfqgUA,43,outoftime,white,2260,2005,Reti Opening: Reti Accepted
I1IDsnBJ,87,resign,white,2248,2015,Modern Defense: Beefeater Variation
mQAX9Qoh,63,outoftime,white,2235,2010,Queen's Gambit Refused: Chigorin Defense |  Main Line
V23c7jpC,128,resign,white,2214,2112,King's Indian Attack
JCCHW4qG,41,resign,white,2191,2077,Old Indian Defense: Two Knights Variation
qnFjQUl9,110,resign,black,2191,2277,Russian Game: Cozio (Lasker) Attack
m2sEcsg3,29,resign,white,2067,2243,Polish Opening: Queen's Indian Variation
NCsTGIMf,107,draw,draw,2243,2186,Russian Game: Classical Attack |  Mason Variation
e6MsPOQz,30,resign,black,2186,2243,Sicilian Defense: Lasker-Pelikan Variation
Av45Zv1D,29,resign,white,2223,2032,Nimzo-Indian Defense: Normal Line
gDkdv2z1,51,outoftime,white,2208,1944,Caro-Kann Defense: Classical |  Spassky Variation
9RM1g3br,50,resign,black,2055,2179,Sicilian Defense: Najdorf |  Lipnitsky Attack
oLONJkAA,119,draw,draw,2052,2162,Vienna Game: Anderssen Defense
MMT1imy7,26,resign,black,2270,1974,Nimzo-Indian Defense: Ragozin Variation
n7DV8SKf,84,resign,black,1978,2245,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation
a5HFNNSf,77,resign,white,2210,1982,English Opening: Carls-Bremen System
43RLvmcp,57,resign,white,2210,1943,English Opening: Symmetrical Variation |  Four Knights Variation
FyHK0fAq,60,resign,white,2185,1851,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav
JJFqWGae,23,resign,white,2094,2041,Queen's Gambit Accepted: Showalter Variation
zZQvgpxs,59,mate,white,1874,2049,Benoni Defense: Benoni-Indian Defense
jyiWZNxs,51,resign,white,1500,1793,Sicilian Defense: Closed
H8MsGycN,75,resign,white,1608,1794,Sicilian Defense: Franco-Sicilian Variation
wR7gM8zr,103,mate,white,1608,1500,King's Knight Opening
dFsgys8L,14,mate,black,1500,1608,Crab Opening
lCBrtLif,23,mate,white,1608,1500,Goldsmith Defense
AIh6cX2b,12,mate,black,1500,1608,Ware Opening
Yauk9bld,117,mate,white,1795,1811,Queen's Gambit Declined: Capablanca
rKVy6DnX,66,resign,white,1832,1805,Sicilian Defense: Paulsen Variation |  Szen Variation
VdYoSrSw,35,resign,white,1794,1784,Queen's Gambit Refused: Marshall Defense
v5sCEAao,82,mate,black,1803,1859,Queen's Gambit Declined
Irrt0GYj,38,resign,white,1794,1750,Queen's Indian Defense: Kasparov Variation
08tA13xj,70,resign,black,1784,1784,Indian Game
6YLXSRCL,61,mate,white,1773,1785,Queen's Gambit Accepted: Old Variation
gxBBQo24,55,resign,white,1877,1781,Tarrasch Defense: Symmetrical Variation
ZarnanH1,122,mate,black,1807,1769,Sicilian Defense
InWuw2Ba,94,resign,black,1777,1853,Horwitz Defense
rzfR3R5d,123,mate,white,1765,1841,Queen's Gambit Accepted: Old Variation
euwMMEPI,125,outoftime,white,1832,1773,Sicilian Defense: Staunton-Cochrane Variation
eLIDnsgG,65,mate,white,1762,1789,King's Indian Defense: Smyslov Variation
2QKPNPHo,85,outoftime,white,1778,1773,Sicilian Defense: Paulsen Variation
DOhsVgkT,64,mate,black,1783,1779,King's Indian Defense: Normal Variation |  King's Knight Variation
FM7uLKUI,115,mate,white,1773,1751,French Defense: Normal Variation
HnxI2xg2,109,mate,white,1761,1808,Nimzo-Indian Defense: Leningrad Variation
p0lrJ1TW,20,mate,black,1801,1749,Sicilian Defense: Paulsen Variation
xyGqkDNm,50,outoftime,black,1746,1739,Pirc Defense #2
9wVYDTBo,69,mate,white,1729,1706,Queen's Gambit Accepted: Old Variation
nR4EyupL,95,outoftime,white,1742,1739,Sicilian Defense: Delayed Alapin Variation
ATY0xlVI,77,mate,white,1713,1809,Pirc Defense: Classical Variation
KLLKC9sJ,49,mate,white,1699,1803,Queen's Gambit Refused: Marshall Defense
AoUfWLhq,51,mate,white,1795,1707,Sicilian Defense: Alapin Variation
OqNrv5mw,56,resign,black,1716,1768,Old Benoni Defense #2
y4HO08lL,91,outoftime,white,1734,1727,Sicilian Defense: Scheveningen Variation |  Matanovic Attack
MQYr3Rd7,56,mate,black,1735,1794,Benoni Defense: Czech Benoni Defense
rtgXRSz8,80,mate,black,1746,1729,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch
XSAl5MSH,79,resign,black,1758,1718,Horwitz Defense
qM1QpX4A,83,outoftime,white,1704,1770,English Opening: Anglo-Indian Defense
tb2Jplwl,45,resign,white,1798,1780,English Opening: Anglo-Indian Defense
uXVbFIhU,95,outoftime,white,1755,1792,Nimzo-Indian Defense: Classical Variation
BCNF8Rc0,152,mate,black,1804,1752,Queen's Gambit Refused: Albin Countergambit
lpURdjaK,71,mate,white,1795,1712,Benoni Defense: Modern Variation |  Snake Variation
oksFLREg,81,mate,white,1279,1693,Gruenfeld Defense: Russian Variation |  Accelerated Variation
fSTU89og,64,mate,black,1693,1279,King's Indian Attack
DNhhypWP,94,outoftime,black,1486,1688,Sicilian Defense: French Variation
NZI8SX2z,83,resign,white,1676,1669,King's Indian Attack
qhkgQa5y,23,mate,white,2199,1677,Gruenfeld Defense: Exchange Variation
iyNN4P89,82,mate,black,1694,1520,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
cWabwXyt,67,resign,white,1678,1839,King's Indian Attack: Symmetrical Defense
5mKbvFmB,107,mate,white,1791,1380,Slav Defense #3
Pf0oAB2m,30,resign,white,1874,1381,King's Indian Attack
iWBWnlpJ,96,mate,black,1411,1177,Italian Game: Giuoco Pianissimo |  Normal
wBHJChqC,69,mate,white,1295,1427,Sicilian Defense: Staunton-Cochrane Variation
6cPfBMPG,12,resign,white,1418,1302,Three Knights Opening
X5F1wUsp,95,outoftime,white,1397,1643,Sicilian Defense: Old Sicilian
CLf8nksK,41,mate,white,1374,1687,Elephant Gambit
BZLbNfm4,33,mate,white,1685,1387,Sicilian Defense: French Variation
IXPo5wAU,43,resign,black,1388,2012,Russian Game: French Attack
t4Ya9dT7,31,resign,white,2029,1389,Sicilian Defense: Old Sicilian
LHv8sr8L,37,resign,black,1389,2297,English Opening: Symmetrical Variation |  Two Knights Variation
6TqREvyt,35,mate,white,1375,1408,English Opening: Anglo-Gruenfeld Defense
EiPi19Vd,101,resign,white,1399,1386,Philidor Defense #2
c1M95833,70,resign,black,1766,1386,Modern Defense
wvq16CUZ,71,outoftime,white,1375,1333,English Opening: Anglo-Scandinavian Defense
6dqjczrM,54,mate,black,1345,1363,Queen's Pawn Game
BCxYgTHF,64,mate,black,1239,1372,Sicilian Defense
JtZ9kUoZ,78,mate,black,1387,1296,Sicilian Defense: Katalimov Variation
dK4dTh4x,51,mate,white,1471,1397,Grob Opening: Spike |  Hurst Attack
swthvZx2,64,mate,black,1397,1766,King's Pawn Game: Leonardis Variation
pTmiFkco,31,mate,white,1766,1397,Indian Game
dALMKWNB,49,resign,white,1397,1766,King's Pawn Game: Leonardis Variation
kB1LNBYa,39,mate,white,1382,1406,English Opening: King's English Variation
Y3lYqFpg,114,mate,black,1386,1683,Ruy Lopez: Exchange Variation |  King's Bishop Variation
GWwPGZF8,15,mate,white,1663,1391,Sicilian Defense
32uGmoic,92,resign,black,1396,1638,English Opening: King's English Variation |  Reversed Sicilian
C97ESP8e,83,resign,white,1720,1406,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation
PgBvlQZv,61,mate,white,1612,1506,East Indian Defense
CUwrwUT4,70,resign,black,1506,2221,Van Geet Opening
vfqEWqq6,57,resign,white,1948,1508,Rat Defense: Harmonist
0YSZTeLV,83,mate,white,1493,1585,Zukertort Opening: Queen's Gambit Invitation
Gauf0qv4,59,outoftime,white,1480,1508,Horwitz Defense
7pxOgLRN,76,resign,black,1489,1580,Owen Defense
iHVUapwj,119,resign,white,1527,1501,Sicilian Defense: Bowdler Attack
NNhxMy9y,71,resign,white,1459,1515,Franco-Benoni Defense
Bi95e0bp,42,resign,white,1514,1528,French Defense: Advance Variation
zw47ZQ14,43,resign,white,1516,1500,Colle System #2
wYE5TUoj,50,mate,black,1517,2061,Sicilian Defense: Najdorf Variation
8ON8Ys0C,42,resign,white,1832,1520,Sicilian Defense
2VJPMUxo,43,mate,white,1846,1524,Queen's Gambit Declined
E11tE0QG,44,resign,black,1530,1484,Hungarian Opening: Slav Formation
1nwU4MCj,60,mate,black,1176,1526,Nimzowitsch Defense: French Connection
p5MRBrYp,26,resign,black,1530,1843,Queen's Gambit Declined
eE1VF2Jg,46,resign,black,1538,1662,Caro-Kann Defense: Advance Variation
F0jDYdYz,86,draw,draw,2018,1527,French Defense: Paulsen Variation
FNIcPrg9,99,mate,white,1517,1567,Four Knights Game
kkgI4HpI,65,resign,white,1502,1590,French Defense: Advance Variation |  Main Line
5fwMQweZ,64,resign,black,1511,1599,Van't Kruijs Opening
l1l6yo9n,49,resign,white,1808,1515,Sicilian Defense #2
qCMjHNFS,36,resign,white,1772,1520,Sicilian Defense: Bowdler Attack
RFQ6Vnxq,45,resign,white,1520,1545,Gruenfeld Defense
4d5p029E,36,resign,white,2007,1865,King's Indian Defense: Makogonov Variation
Hr6k7DMz,51,resign,white,1919,2021,Queen's Gambit Accepted: Normal Variation
z9OcZ3xh,40,mate,black,2036,1882,English Opening: King's English Variation |  Reversed Closed Sicilian
nCxn4PeG,62,mate,black,2045,2024,Trompowsky Attack: Classical Defense |  Big Center Variation
CsdaykT8,133,resign,white,1816,2041,Scandinavian Defense: Icelandic-Palme Gambit
EmEZrcf9,96,resign,black,2058,1798,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3
oF1WTKaH,46,resign,black,1802,2054,Scandinavian Defense: Icelandic-Palme Gambit
9mZLxoFs,35,resign,white,2050,1807,English Opening: King's English Variation |  Reversed Sicilian
bE4FCe6e,82,resign,black,2025,2040,Scandinavian Defense: Portuguese Variation
qsG3PYc4,140,resign,white,2032,1961,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
wzE5T6N8,40,resign,black,1838,2026,Polish Opening
rxyHvfeF,39,resign,white,2021,1844,English Opening: Carls-Bremen System
V6I4mRCo,45,resign,white,2116,2029,Trompowsky Attack: Classical Defense |  Big Center Variation
mFSplqq3,148,mate,black,2044,1867,English Opening: Symmetrical Variation |  Fianchetto Variation
130prvSb,30,resign,black,1919,2037,Scandinavian Defense: Icelandic-Palme Gambit
9wK8yDCu,73,resign,white,2028,1981,English Opening: Symmetrical Variation
7L8st4Tq,28,resign,white,2018,1988,English Opening: King's English Variation |  Two Knights Variation |  Keres Variation
2PWps5wI,43,resign,white,2013,1823,Dutch Defense: Rubinstein Variation
aOL4pqph,20,resign,black,1829,2008,Scandinavian Defense: Portuguese Variation
XZC2elB3,31,resign,black,2039,1996,Scandinavian Defense: Icelandic-Palme Gambit
C1TYwkqE,106,resign,white,1984,2052,English Opening: Symmetrical Variation |  Botvinnik System Reversed
P9xTcBVO,65,outoftime,white,1813,1999,Scandinavian Defense
zpftH4jZ,21,resign,white,1989,1987,English Opening: Anglo-Lithuanian Variation
b3BQ0H7X,118,outoftime,black,1907,1981,Scandinavian Defense: Portuguese Variation
I50d4XHV,19,resign,white,1903,1985,Scandinavian Defense: Modern Variation #2
CWUiHxhc,69,resign,white,1979,1800,Nimzo-Indian Defense
nYvt7era,94,resign,black,1991,1932,Slav Defense
0mqzGpkb,87,resign,white,1920,2004,Scandinavian Defense: Modern Variation #2
MD8fpziW,60,resign,black,2041,1992,Scandinavian Defense: Icelandic-Palme Gambit
DHnmPWGM,36,resign,black,2004,1967,English Opening: King's English Variation |  Two Knights Variation
czOywvDW,132,resign,black,1916,1996,Scandinavian Defense
zZkZmazG,68,mate,black,1996,2132,English Opening: Jaenisch Gambit
voMOSzMb,25,resign,white,2176,2001,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation
Mc20Q8w8,65,resign,white,2039,2011,English Opening: Carls-Bremen System
bcqa3b2R,60,outoftime,black,2017,2167,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation
wS3NULPv,120,resign,black,1900,2010,Van't Kruijs Opening
8DJoBfsk,78,outoftime,black,2031,2086,English Opening: Anglo-Scandinavian Defense
DoHfN5KE,24,resign,black,1901,2024,Scandinavian Defense
HThpCaVo,61,resign,white,1929,2037,Scandinavian Defense: Modern Variation #2
pTMMZi7b,55,resign,white,2030,1937,English Opening: Symmetrical Variation |  Fianchetto Variation
6jyCyjRc,86,resign,black,2017,2020,Scandinavian Defense: Modern Variation #2
V59ZvtRi,34,outoftime,black,2030,2036,King's Indian Defense: Normal Variation |  Rare Defenses
RryHsnMl,58,mate,black,2000,2020,Torre Attack: Classical Defense |  Nimzowitsch Variation
W07W08YK,67,resign,white,2011,1978,English Opening: King's English Variation |  Reversed Sicilian
ad4zE2ks,44,resign,black,1912,2003,Mieses Opening: Reversed Rat
PVdRTg9N,75,resign,white,1993,1996,King's Indian Defense: Makogonov Variation
CdukLaAR,118,draw,draw,2111,1981,Scandinavian Defense: Portuguese Variation
vU3OAf11,60,resign,black,1994,1917,English Opening: Carls-Bremen System
3AjEi5Vd,67,outoftime,white,2028,1971,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
oPbyfVXB,54,resign,black,1997,1500,Dutch Defense: Staunton Gambit Accepted
sshqzAiE,17,mate,white,1682,1396,Italian Game: Two Knights Defense |  Fried Liver Attack
EEa7eEIh,19,resign,white,1861,1398,Dutch Defense: Normal Variation
Ww89SSo3,96,resign,black,1788,1399,Petrov's Defense #2
5vl7n36r,107,mate,white,1776,1401,Sicilian Defense: Najdorf Variation
rkv8FXzo,16,resign,black,1401,1603,Russian Game: Damiano Variation
gf3KHIbR,2,resign,black,1401,1612,Pirc Defense #4
1lbY0vKG,135,mate,white,1706,1405,Sicilian Defense: Bowdler Attack
JhibfuIR,72,mate,black,1418,1421,French Defense: Normal Variation
cukIDOqv,53,mate,white,1408,1432,Van't Kruijs Opening
UrpkJZuC,29,resign,white,1420,1591,Scotch Game
msTuWC9Y,52,mate,black,1430,1805,Scotch Game: Classical Variation
gmDPMvzI,53,resign,white,2022,1431,Sicilian Defense: Najdorf Variation |  English Attack
t6PiRScN,65,mate,white,1551,1440,Sicilian Defense: Scheveningen Variation |  Classical Variation
kbjOV76G,65,mate,white,1640,1447,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation
WudL02Lu,69,mate,white,1783,1450,Sicilian Defense
0y4ZTQ2R,47,mate,white,1428,1666,Sicilian Defense: Scheveningen Variation |  Vitolins Variation
IjnlcR66,37,resign,white,1776,1432,Sicilian Defense: Najdorf Variation |  Amsterdam Variation
cIKTQHcy,120,mate,black,1629,1410,Sicilian Defense
49RDuiXg,62,mate,black,1450,1392,Queen's Pawn
YbunK9Sb,65,resign,white,1482,1460,Bishop's Opening: Berlin Defense
2vGf9BQ1,52,mate,black,1442,1449,Italian Game: Giuoco Pianissimo
nygY0ifL,52,mate,black,1533,1435,Giuoco Piano
Cr05o0f2,57,mate,white,1500,1442,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
zxNAe2Vz,95,resign,black,1450,1532,Horwitz Defense
c3aTeBza,13,resign,white,1623,1456,Italian Game: Giuoco Pianissimo |  Normal
NNNhzHrL,153,mate,white,1541,1465,Scotch Game: Schmidt Variation
wSu7IcAb,89,resign,white,1655,1470,King's Pawn Game: Beyer Gambit
NAwpyYoU,58,resign,black,1480,1533,Modern Defense
2DrpOKSC,30,resign,white,1311,1495,Queen's Gambit Refused: Albin Countergambit
pvY6Cp9r,73,resign,white,1485,1474,Queen's Pawn Game: Mason Attack
NIJ8yJBV,47,resign,white,1479,1496,Bishop's Opening: Boi Variation
44bcthDm,63,resign,white,1485,1490,Horwitz Defense
EoVRFzMJ,16,resign,black,1479,1573,Modern Defense
HsiY9WRG,4,outoftime,black,1543,1466,King's Knight Opening: Normal Variation
LINhFgON,76,mate,black,1478,1461,Queen's Pawn Game: Mason Attack
I8higi3d,58,mate,black,1488,1490,Queen's Pawn Game: Mason Attack
JZx2uMY7,78,resign,black,1560,1475,Colle System
qhmdnEpS,56,resign,white,1477,1483,Four Knights Game: Italian Variation
Y1fFUYZv,58,mate,black,1492,1553,Indian Game
rcGZUz6E,76,outoftime,black,1551,1479,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit
svWDHaIb,116,draw,draw,1603,1475,Ponziani Opening: Jaenisch Counterattack
vtW2KfH4,21,mate,white,1500,1482,Sicilian Defense: Bowdler Attack
xuUH130N,74,outoftime,black,1485,1471,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
g018bwEL,128,draw,draw,1469,1524,Queen's Pawn Game: Mason Attack
UdObGz15,20,draw,draw,1376,1472,Four Knights Game: Italian Variation
NckdmPMt,45,resign,white,1492,1483,Sicilian Defense #2
1DrAVLi9,67,mate,white,1499,1493,Sicilian Defense
HeSVa0Zd,49,mate,white,1482,1483,Queen's Pawn Game: Mason Attack
vSVSo632,52,resign,white,1468,1592,Queen's Pawn Game: Mason Attack
2Rg8tLvx,79,mate,white,1457,1446,Queen's Pawn Game: Mason Attack
98JGmu7k,45,resign,white,1449,1377,Horwitz Defense
Lk8RBHQP,70,mate,black,1458,1521,Horwitz Defense
6TIgcXir,40,resign,black,1500,1500,Russian Game: Urusov Gambit
TRqq3sqp,36,resign,white,1002,1412,Sicilian Defense: Scheveningen Variation
0DDBKLQM,36,resign,black,1461,1402,Blackmar-Diemer Gambit Declined |  Lamb Defense
jX4zmQIo,62,mate,black,1256,1395,Sicilian Defense
xxunV5BM,44,resign,black,1370,1372,Queen's Pawn Game: Colle System
NZVLGUDY,37,resign,white,1325,1375,London System
SuKIs7fh,96,draw,draw,1204,1379,Sicilian Defense: Closed Variation
KRMrSwyO,27,resign,white,1429,1389,Sicilian Defense: Smith-Morra Gambit
vNss4oSR,97,mate,white,1470,1397,Sicilian Defense: Bowdler Attack
2l3t8O16,75,mate,white,1386,1397,Ruy Lopez: Cozio Defense
RHaT7CBo,16,resign,black,1393,1539,Italian Game: Anti-Fried Liver Defense
vlwaGY7Y,47,mate,white,1532,1400,Pirc Defense #3
nyeR28YB,63,mate,white,1470,1409,Sicilian Defense
pTBvi4dV,121,mate,white,1524,1416,Sicilian Defense: Nimzowitsch Variation |  Advance Variation
urdHwpWQ,63,mate,white,1445,1426,Indian Game
LCxEXnXb,77,mate,white,1416,1438,Sicilian Defense #2
27D0qzPo,72,draw,draw,1359,1440,Sicilian Defense: Smith-Morra Gambit #2
UcvMVb7k,65,resign,black,1413,1430,Sicilian Defense: O'Kelly Variation
QzketAvD,58,mate,black,1094,1427,Alekhine Defense: Normal Variation
C3aU6UhF,79,resign,black,1269,1421,Sicilian Defense
bfk0vKO3,59,mate,white,1341,1434,Sicilian Defense: Canal-Sokolsky Attack
KEGVaZHV,88,resign,black,1250,1428,Reti Opening
gGyaEaTV,62,resign,black,1417,1417,Sicilian Defense
PnTM9axT,94,draw,draw,1404,1418,Sicilian Defense: Bowdler Attack
fkwF7n9T,16,resign,black,1397,1407,Sicilian Defense: Canal-Sokolsky Attack
pSONBKuw,86,draw,draw,1463,1405,Trompowsky Attack
5WhYODHf,44,resign,black,1300,1397,Sicilian Defense: Marshall Counterattack
C7eWcFiU,56,draw,draw,1401,1296,Sicilian Defense: Bowdler Attack
aC4zoSmn,27,resign,white,1319,1414,King's Pawn Game: Macleod Attack
